Index,IssueID,Name,InjectVersion,OpeningVersion,AffectedVersions,FixVersions
661,12426109,OPENJPA-1100,1.2.1,1.0.3,"1.2.1;2.0.0-M2","2.0.0-M3"
662,12426042,OPENJPA-1099,1.1.0,1.0.3,"1.1.0;1.2.0;1.2.1","2.0.0-M2"
663,12426020,OPENJPA-1097,2.0.0-M1,1.0.3,"2.0.0-M1;1.2.2","2.0.0-beta3"
664,12425610,OPENJPA-1091,1.2.1,1.0.3,"1.2.1;2.0.0-M2","2.0.0;1.2.3"
665,12425591,OPENJPA-1088,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
666,12424940,OPENJPA-1074,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M3"
667,12424829,OPENJPA-1072,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
668,12424800,OPENJPA-1070,1.2.1,1.0.3,"1.2.1;2.0.0-M2","2.0.0-M2"
669,12424719,OPENJPA-1067,1.0.3,1.0.3,"1.0.3;1.2.1;2.0.0-M2","2.0.0-M2;1.2.2;1.0.4"
670,12424648,OPENJPA-1065,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M3"
671,12424625,OPENJPA-1061,1.2.0,1.0.3,"1.2.0;1.2.1","2.0.0-M3;1.2.2;1.0.4"
672,12424543,OPENJPA-1060,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
673,12424186,OPENJPA-1054,N/A,1.0.3,"","2.0.0-M2"
674,12424125,OPENJPA-1053,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
675,12424056,OPENJPA-1051,1.0.0,1.0.3,"1.0.0;2.0.0-M2","1.2.0;2.0.0-M2"
676,12423531,OPENJPA-1049,1.2.1,1.0.3,"1.2.1;2.0.0-M2","2.0.0-M3"
677,12423526,OPENJPA-1046,N/A,1.0.3,"","2.0.0-beta"
678,12423380,OPENJPA-1043,1.2.1,1.0.3,"1.2.1;2.0.0-M2","2.0.0-M3"
679,12422962,OPENJPA-1041,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
680,12422851,OPENJPA-1039,N/A,1.0.3,"","2.0.0-M1"
681,12422506,OPENJPA-1031,N/A,1.0.3,"","2.0.0-M2"
682,12422393,OPENJPA-1029,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2;1.2.2;1.0.4"
683,12422304,OPENJPA-1028,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
684,12422203,OPENJPA-1025,1.2.1,1.0.3,"1.2.1;2.0.0-M2","1.2.2;2.0.0-beta;1.0.4"
685,12421989,OPENJPA-1020,1.2.1,1.0.3,"1.2.1;2.0.0-M2","2.0.0-beta"
686,12421572,OPENJPA-1006,1.2.1,1.0.3,"1.2.1;2.0.0-M2","1.2.0;2.0.0-M2"
687,12421561,OPENJPA-1004,2.0.0-M2,1.0.3,"2.0.0-M2;1.2.2","2.0.0-M2"
688,12421534,OPENJPA-1002,1.1.0,1.0.3,"1.1.0;1.2.1;2.0.0-M2","1.2.0;2.0.0-M3"
689,12421510,OPENJPA-1001,1.2.1,1.0.3,"1.2.1","2.0.0-beta2;1.2.3"
690,12419407,OPENJPA-999,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
691,12417380,OPENJPA-993,1.2.0,1.0.3,"1.2.0;1.2.1","2.0.0-beta"
692,12417325,OPENJPA-992,2.0.0-M2,1.0.3,"2.0.0-M2;1.2.2","2.0.0-M2"
693,12416999,OPENJPA-981,N/A,1.0.3,"","2.0.0-M2"
694,12416593,OPENJPA-973,N/A,1.0.3,"","2.0.0-M3"
695,12416552,OPENJPA-970,1.2.0,1.0.3,"1.2.0","2.0.0-M2"
696,12416339,OPENJPA-965,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
697,12416213,OPENJPA-955,1.2.0,1.0.3,"1.2.0","2.0.0-M1;2.0.0-M2"
698,12416018,OPENJPA-951,1.2.1,1.0.3,"1.2.1;2.0.0-M2;1.0.4","1.2.1;2.0.0-M2;1.0.4"
699,12415888,OPENJPA-947,1.1.0,1.0.3,"1.1.0;1.0.3;1.2.0","2.0.0-M2"
700,12415697,OPENJPA-944,1.0.0,1.0.3,"1.0.0;1.0.1;1.0.2;1.1.0;1.0.3;1.2.0","2.0.0-beta"
701,12415537,OPENJPA-940,1.2.0,1.0.3,"1.2.0;2.0.0-M2","2.1.1"
702,12415279,OPENJPA-935,1.2.0,1.0.3,"1.2.0","1.2.0;2.0.0-M2"
703,12415276,OPENJPA-934,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M3"
704,12415270,OPENJPA-933,1.2.0,1.0.3,"1.2.0;2.0.0-M2","2.0.0-M2"
705,12415255,OPENJPA-932,1.2.0,1.0.3,"1.2.0;2.0.0-M1;2.0.0-M2","2.0.0-M3"
706,12415069,OPENJPA-927,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
707,12415018,OPENJPA-925,1.2.0,1.0.3,"1.2.0;2.0.0-M1;1.2.1;2.0.0-M2","1.2.1;2.0.0-M2"
708,12414883,OPENJPA-922,1.2.0,1.0.3,"1.2.0;2.0.0-M2","2.0.0-M3"
709,12414494,OPENJPA-917,1.2.0,1.0.3,"1.2.0","1.2.1;2.0.0-M2;1.0.4"
710,12414419,OPENJPA-916,1.1.0,1.0.3,"1.1.0;1.2.0;2.0.0-M2","2.0.0-M2"
711,12414352,OPENJPA-913,1.2.0,1.0.3,"1.2.0","1.2.0;2.0.0-M2"
712,12414319,OPENJPA-912,1.2.0,1.0.3,"1.2.0;2.0.0-M1;1.2.1;2.0.0-M2","1.2.1;2.0.0-M2"
713,12414027,OPENJPA-898,1.2.0,1.0.3,"1.2.0","2.0.0-M2"
714,12414006,OPENJPA-896,1.1.0,1.0.3,"1.1.0;1.0.3;1.2.0","2.0.0-M2;1.2.2;1.0.4"
715,12413816,OPENJPA-890,1.1.0,1.0.3,"1.1.0;1.0.3;1.2.0;2.0.0-M1;2.0.0-M2","2.0.0-M3"
716,12413724,OPENJPA-887,2.0.0-M1,1.0.3,"2.0.0-M1;2.0.0-M2","2.0.0-M2"
717,12413662,OPENJPA-886,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M1;2.0.0-M2"
718,12413623,OPENJPA-884,1.2.0,1.0.3,"1.2.0;2.0.0-M1;1.2.1;2.0.0-M2","2.0.0-M2"
719,12413618,OPENJPA-883,1.2.0,1.0.3,"1.2.0;2.0.0-M1;1.2.1;2.0.0-M2","2.0.0-M2"
720,12413299,OPENJPA-873,1.2.0,1.0.3,"1.2.0","2.0.0-M2;1.2.2;1.0.4"
721,12413221,OPENJPA-872,1.2.0,1.0.3,"1.2.0","1.2.1;2.0.0-M2"
722,12413100,OPENJPA-867,1.2.0,1.0.3,"1.2.0;2.0.0-M2","2.2.0"
723,12413092,OPENJPA-866,1.2.0,1.0.3,"1.2.0;2.0.0-M2","2.0.0-M2"
724,12412951,OPENJPA-864,1.0.3,1.0.3,"1.0.3;1.2.0","1.2.1;2.0.0-M2;1.0.4"
725,12412762,OPENJPA-863,1.2.0,1.0.3,"1.2.0;2.0.0-M2","2.0.0-M2"
726,12412683,OPENJPA-862,1.2.0,1.0.3,"1.2.0","1.2.1"
727,12412498,OPENJPA-860,1.2.0,1.0.3,"1.2.0",""
728,12412382,OPENJPA-859,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-beta"
729,12411987,OPENJPA-853,1.2.0,1.0.3,"1.2.0","1.2.1;2.0.0-M2"
730,12411523,OPENJPA-847,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
731,12411263,OPENJPA-845,N/A,1.0.3,"","2.0.0-M1"
732,12411253,OPENJPA-844,N/A,1.0.3,"",""
733,12411187,OPENJPA-843,2.0.0-M2,1.0.3,"2.0.0-M2","1.2.1;2.0.0-M2"
734,12411068,OPENJPA-838,1.2.0,1.0.3,"1.2.0","1.2.1;2.0.0-M2"
735,12411045,OPENJPA-836,1.2.0,1.0.3,"1.2.0","2.0.0-M2"
736,12411017,OPENJPA-835,1.2.0,1.0.3,"1.2.0;1.2.1;2.0.0-M2","1.2.1;2.0.0-M2"
737,12411004,OPENJPA-834,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
738,12410754,OPENJPA-828,N/A,1.0.3,"","2.0.0-M1;2.0.0-M2;1.2.3"
739,12410528,OPENJPA-825,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M1"
740,12410435,OPENJPA-824,N/A,1.0.3,"","2.0.0-M1"
741,12410326,OPENJPA-821,2.0.0-M1,1.0.3,"2.0.0-M1","2.0.0-M1"
742,12410312,OPENJPA-820,2.0.0-M2,1.0.3,"2.0.0-M2",""
743,12410224,OPENJPA-819,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
744,12410112,OPENJPA-818,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
745,12410006,OPENJPA-815,N/A,1.0.3,"","2.0.0-M2"
746,12409867,OPENJPA-812,2.0.0-M1,1.0.3,"2.0.0-M1","2.0.0-M1"
747,12409788,OPENJPA-811,1.2.0,1.0.3,"1.2.0;2.0.0-M2","1.2.1;2.0.0-M2"
748,12409567,OPENJPA-801,2.0.0-M1,1.0.3,"2.0.0-M1","2.0.0-M1"
749,12409520,OPENJPA-799,2.0.0-M1,1.0.3,"2.0.0-M1","2.0.0-M1"
750,12409470,OPENJPA-798,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
751,12409467,OPENJPA-797,2.0.0-M2,1.0.3,"2.0.0-M2",""
752,12409401,OPENJPA-795,1.2.0,1.0.3,"1.2.0","2.0.0-M2"
753,12409358,OPENJPA-794,2.0.0-M1,1.0.3,"2.0.0-M1","2.0.0-M1"
754,12409296,OPENJPA-792,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
755,12409284,OPENJPA-789,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M3"
756,12409239,OPENJPA-787,2.0.0-M2,1.0.3,"2.0.0-M2","2.0.0-M2"
757,12408961,OPENJPA-777,1.2.0,1.0.3,"1.2.0;1.2.1;2.0.0-M2","1.2.1;2.0.0-M2"
758,12408793,OPENJPA-774,1.1.0,1.0.3,"1.1.0;1.2.0;2.0.0-M2","2.0.0-beta3"
759,12408184,OPENJPA-764,N/A,1.0.3,"","2.0.0-M2"
760,12407809,OPENJPA-762,1.2.0,1.0.3,"1.2.0","1.2.1;2.0.0-M2"
761,12407802,OPENJPA-761,1.1.0,1.0.3,"1.1.0;1.2.1;2.0.0-M2;1.0.4","2.0.0-M2"
762,12407487,OPENJPA-755,N/A,1.0.3,"","1.2.1;2.0.0-M2"
763,12407285,OPENJPA-753,1.2.1,1.0.3,"1.2.1",""
764,12407114,OPENJPA-751,N/A,1.0.3,"","2.0.0-M2"
765,12406711,OPENJPA-750,N/A,1.0.3,"",""
766,12406615,OPENJPA-748,1.2.0,1.0.3,"1.2.0","2.0.0-beta"
767,12406339,OPENJPA-745,1.2.0,1.0.3,"1.2.0","1.2.1"
768,12406176,OPENJPA-743,1.2.0,1.0.3,"1.2.0",""
769,12405967,OPENJPA-740,1.2.0,1.0.3,"1.2.0;1.2.1;2.0.0-M3;1.2.2;2.0.0-beta;2.0.0-beta2","2.0.0-beta3"
770,12405163,OPENJPA-733,1.2.0,1.0.3,"1.2.0","1.2.1"
771,12405004,OPENJPA-732,1.2.1,1.0.3,"1.2.1","2.0.0-M2;1.2.2"
772,12404757,OPENJPA-731,1.2.0,1.0.3,"1.2.0;1.2.1","1.2.1"
773,12404526,OPENJPA-727,N/A,1.0.3,"","1.2.1;1.0.4"
774,12404303,OPENJPA-724,1.2.0,1.0.3,"1.2.0","1.2.1;1.0.4"
775,12404089,OPENJPA-719,1.1.0,1.0.3,"1.1.0;1.0.3;1.2.0;1.2.1;1.0.4","1.2.1"
776,12403677,OPENJPA-715,1.0.0,1.0.3,"1.0.0;1.1.0;1.2.0","1.2.1;1.0.4"
777,12403675,OPENJPA-714,1.1.0,1.0.3,"1.1.0;1.2.0","1.2.2;2.0.0-beta"
778,12403673,OPENJPA-713,1.0.3,1.0.3,"1.0.3;1.2.0","1.2.1;1.0.4"
779,12403621,OPENJPA-712,1.2.1,1.0.3,"1.2.1","1.2.3"
780,12403595,OPENJPA-711,1.2.0,1.0.3,"1.2.0","1.2.1;1.0.4"
781,12403562,OPENJPA-710,1.0.0,1.0.3,"1.0.0;1.0.1;1.0.2;1.1.0;1.0.3;1.2.0;1.2.1;1.0.4","1.2.0;1.2.1;1.0.4"
782,12403029,OPENJPA-705,N/A,1.0.3,"",""
783,12402997,OPENJPA-702,N/A,1.0.3,"","1.2.1"
784,12402892,OPENJPA-700,N/A,1.0.3,"",""
785,12402891,OPENJPA-699,1.0.0,1.0.3,"1.0.0","2.0.0-M1"
786,12402882,OPENJPA-698,N/A,1.0.3,"",""
787,12402836,OPENJPA-697,2.0.0,1.0.3,"2.0.0",""
788,12402799,OPENJPA-696,1.0.0,1.0.3,"1.0.0;1.0.1;1.0.2;1.1.0;1.0.3;1.2.0","2.3.0"
789,12402649,OPENJPA-695,1.2.0,1.0.3,"1.2.0",""
790,12402261,OPENJPA-693,N/A,1.0.3,"",""
791,12402066,OPENJPA-692,N/A,1.0.3,"",""
792,12402031,OPENJPA-685,N/A,1.0.3,"","1.2.1;1.0.4"
793,12401950,OPENJPA-680,1.2.0,1.0.3,"1.2.0;1.2.1","1.2.0;2.0.0-M1;1.2.2"
794,12401930,OPENJPA-679,N/A,1.0.3,"","1.2.1"
795,12401913,OPENJPA-678,1.1.0,1.0.3,"1.1.0","0.9.7;1.2.0"
796,12401800,OPENJPA-677,1.1.0,1.0.3,"1.1.0;1.2.0;1.2.1","2.0.0-M1;1.2.3"
797,12401793,OPENJPA-676,1.2.0,1.0.3,"1.2.0","1.2.1"
798,12401748,OPENJPA-674,N/A,1.0.3,"","1.2.0"
799,12401267,OPENJPA-670,1.2.0,1.0.3,"1.2.0","1.2.0"
800,12401190,OPENJPA-669,0.9.6,1.0.3,"0.9.6;0.9.7;1.0.0;1.0.1;1.0.2;1.1.0;1.0.3","1.2.0"
801,12401185,OPENJPA-668,1.2.0,1.0.3,"1.2.0","1.2.0"
802,12400929,OPENJPA-665,N/A,1.0.3,"","1.2.0"
803,12400918,OPENJPA-664,N/A,1.0.3,"","1.2.0"
804,12400506,OPENJPA-662,N/A,1.0.2,"","2.0.0-M1"
805,12400364,OPENJPA-660,1.0.0,1.0.2,"1.0.0;1.0.1;1.0.2;1.1.0;1.0.3;1.2.0;1.0.4","1.2.0"
806,12400230,OPENJPA-659,1.1.0,1.0.2,"1.1.0","1.2.0"
807,12400074,OPENJPA-657,N/A,1.0.2,"","1.2.0"
808,12400050,OPENJPA-656,1.2.0,1.0.2,"1.2.0","1.2.0"
809,12399810,OPENJPA-654,1.1.0,1.0.2,"1.1.0","1.2.0"
810,12399726,OPENJPA-653,1.2.0,1.0.2,"1.2.0","1.2.0"
811,12399467,OPENJPA-650,1.0.2,1.0.2,"1.0.2;1.1.0;1.0.3;1.2.0","1.2.1;1.0.4"
812,12399304,OPENJPA-647,1.1.0,1.0.2,"1.1.0","1.2.0"
813,12399184,OPENJPA-646,1.2.0,1.0.2,"1.2.0","1.2.1"
814,12399111,OPENJPA-645,1.1.0,1.0.2,"1.1.0;1.0.3","1.2.0;2.0.0-M1;1.0.4"
815,12399110,OPENJPA-644,1.2.0,1.0.2,"1.2.0","1.2.0;1.0.4"
816,12398930,OPENJPA-642,N/A,1.0.2,"","1.2.0"
817,12398823,OPENJPA-640,1.0.2,1.0.2,"1.0.2;1.1.0;1.2.0","2.0.0-beta3"
818,12398364,OPENJPA-637,1.2.0,1.0.2,"1.2.0","1.2.0"
819,12398017,OPENJPA-634,1.2.0,1.0.2,"1.2.0","1.2.0"
820,12397984,OPENJPA-632,1.0.1,1.0.2,"1.0.1;1.0.2","1.0.3"
821,12397845,OPENJPA-630,1.0.2,1.0.2,"1.0.2;1.1.0","1.2.0"
822,12397825,OPENJPA-629,1.2.0,1.0.2,"1.2.0","1.2.0;1.0.4"
823,12397816,OPENJPA-628,1.1.0,1.0.2,"1.1.0","1.2.0"
824,12397581,OPENJPA-625,1.1.0,1.0.2,"1.1.0","1.2.0"
825,12397505,OPENJPA-622,1.1.0,1.0.2,"1.1.0;1.0.3;1.2.0","1.2.0;1.0.4"
826,12397311,OPENJPA-619,1.1.0,1.0.2,"1.1.0","1.2.0"
827,12397095,OPENJPA-618,1.1.0,1.0.2,"1.1.0",""
828,12397037,OPENJPA-617,N/A,1.0.2,"","1.2.0"
829,12396945,OPENJPA-614,N/A,1.0.2,"","1.2.0"
830,12396785,OPENJPA-612,N/A,1.0.2,"","1.2.0"
831,12396602,OPENJPA-607,N/A,1.0.2,"","1.2.0"
832,12396467,OPENJPA-606,1.2.0,1.0.2,"1.2.0","1.2.0;1.0.4"
833,12396441,OPENJPA-605,N/A,1.0.2,"","1.2.0;1.0.4"
834,12396006,OPENJPA-602,1.1.0,1.0.2,"1.1.0","1.2.0"
835,12395679,OPENJPA-597,1.1.0,1.0.2,"1.1.0","1.1.0"
836,12395662,OPENJPA-596,N/A,1.0.2,"","1.2.0"
837,12395647,OPENJPA-595,1.2.0,1.0.2,"1.2.0","1.1.0;1.2.0"
838,12395643,OPENJPA-594,1.0.1,1.0.2,"1.0.1;1.0.2","1.1.0;1.2.0;1.0.4"
839,12395270,OPENJPA-590,N/A,1.0.2,"","1.2.0"
840,12395269,OPENJPA-589,N/A,1.0.2,"","1.1.0;1.2.0"
841,12395219,OPENJPA-588,N/A,1.0.2,"","1.1.0"
842,12395211,OPENJPA-587,1.1.0,1.0.2,"1.1.0","1.1.0"
843,12395166,OPENJPA-586,N/A,1.0.2,"","1.2.0"
844,12395152,OPENJPA-585,1.1.0,1.0.2,"1.1.0","1.1.0"
845,12394613,OPENJPA-581,1.1.0,1.0.2,"1.1.0;1.0.3;1.2.0","1.2.0"
846,12394586,OPENJPA-580,N/A,1.0.2,"","1.2.0;2.0.0-M2"
847,12394469,OPENJPA-579,1.1.0,1.0.2,"1.1.0","1.1.0"
848,12394345,OPENJPA-577,1.1.0,1.0.2,"1.1.0","1.1.0"
849,12394312,OPENJPA-576,N/A,1.0.2,"","1.1.0"
850,12394163,OPENJPA-574,1.1.0,1.0.2,"1.1.0;1.2.0","1.2.0"
851,12394155,OPENJPA-573,1.0.2,1.0.2,"1.0.2;1.1.0","1.1.0;1.2.0;1.0.4"
852,12393768,OPENJPA-568,1.1.0,1.0.2,"1.1.0","1.1.0"
853,12393637,OPENJPA-567,1.0.2,1.0.2,"1.0.2","1.1.0;1.2.0"
854,12393501,OPENJPA-566,1.0.2,1.0.2,"1.0.2",""
855,12393479,OPENJPA-565,1.0.2,1.0.2,"1.0.2;1.1.0;1.0.3","1.1.0;1.0.3;1.2.0"
856,12393460,OPENJPA-562,1.1.0,1.0.2,"1.1.0","1.1.0"
857,12393154,OPENJPA-559,1.1.0,1.0.2,"1.1.0;1.0.3","1.1.0;1.0.3"
858,12393093,OPENJPA-557,1.0.2,1.0.2,"1.0.2","2.0.0-M2"
859,12392967,OPENJPA-554,1.0.2,1.0.2,"1.0.2","1.0.3"
860,12392960,OPENJPA-552,1.0.2,1.0.2,"1.0.2;1.1.0;1.0.3","1.1.0;1.0.3"
861,12392850,OPENJPA-550,1.0.2,1.0.2,"1.0.2",""
862,12392499,OPENJPA-547,N/A,1.0.2,"","1.1.0;1.0.3"
863,12392195,OPENJPA-543,1.0.0,1.0.2,"1.0.0;1.0.1;1.0.2","1.1.0;1.0.3"
864,12392192,OPENJPA-542,1.0.0,1.0.2,"1.0.0;1.0.1;1.0.2","1.1.0;1.0.3"
865,12391919,OPENJPA-540,1.0.0,1.0.2,"1.0.0;1.0.1;1.0.2;1.1.0;1.0.3","1.1.0;1.0.3"
866,12391913,OPENJPA-539,1.1.0,1.0.2,"1.1.0","1.1.0"
867,12391600,OPENJPA-537,1.0.0,1.0.2,"1.0.0;1.0.1;1.0.2","1.1.0;1.0.3"
868,12390908,OPENJPA-536,1.0.2,1.0.2,"1.0.2;1.0.3","1.1.0;1.0.4"
869,12390765,OPENJPA-535,1.0.2,1.0.2,"1.0.2","1.1.0;1.0.3"
870,12390340,OPENJPA-533,1.0.0,1.0.2,"1.0.0","1.2.0"
871,12390281,OPENJPA-532,1.1.0,1.0.2,"1.1.0","1.1.0"
872,12390015,OPENJPA-530,1.1.0,1.0.2,"1.1.0","1.1.0"
873,12389926,OPENJPA-528,N/A,1.0.2,"",""
874,12389807,OPENJPA-527,1.0.2,1.0.2,"1.0.2","1.0.3"
875,12389723,OPENJPA-526,1.0.0,1.0.2,"1.0.0;1.0.2;1.1.0;1.2.0","2.1.0"
876,12389721,OPENJPA-525,1.0.0,1.0.2,"1.0.0;1.0.2;1.1.0;1.2.1;2.0.0","1.2.0;2.0.0-M3"
877,12389607,OPENJPA-524,1.0.2,1.0.2,"1.0.2",""
878,12388826,OPENJPA-518,1.0.1,1.0.1,"1.0.1","1.1.0;1.0.3"
879,12388710,OPENJPA-516,1.0.0,1.0.1,"1.0.0;1.0.1;1.0.2","1.1.0"
880,12388149,OPENJPA-512,0.9.0,1.0.1,"0.9.0;0.9.6;0.9.7;1.0.0;1.0.1","1.1.0;1.0.3"
881,12387935,OPENJPA-511,1.0.1,1.0.1,"1.0.1","1.0.2;1.1.0"
